,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,_RA.icrs,_DE.icrs,id
2G3415957+0006599,341.5958,0.066,0.15000000596046448,0.41999998688697815,0.23999999463558197,0.3400000035762787,0.1599999964237213,9,71,0.8199999928474426,0.12999999523162842,0.23000000417232513,R,,1G341596+000657,G341.598+00.068,,,253.1099,-43.9793,2079
2G3416664-0038621,341.6664,-0.3862,0.3400000035762787,2.359999895095825,1.2999999523162842,1.909999966621399,0.3700000047683716,68,54,0.8399999737739563,,0.4399999976158142,C,,1G341667-003864,G341.668-00.398,,,253.6599,-44.2105,2080
2G3418992-0047702,341.8993,-0.477,0.10999999940395355,0.23999999463558197,0.15000000596046448,0.20000000298023224,0.05000000074505806,7,53,0.7799999713897705,,0.14000000059604645,C,,,G341.900-00.477,,,253.9622,-44.0863,2081
2G3419136+0017241,341.9137,0.1724,0.17000000178813934,0.6200000047683716,0.3400000035762787,0.5,0.10999999940395355,166,109,0.8399999737739563,0.23999999463558197,0.3400000035762787,R,,1G341914+001729,G341.916+00.173,,,253.2752,-43.666,2082
2G3419634+0044011,341.9634,0.4401,0.9700000286102295,1.590000033378601,1.3799999952316284,1.4900000095367432,0.5899999737739563,23,109,0.5,0.07999999821186066,0.3100000023841858,R,,1G341963+004416,G341.962+00.437,,,253.0331,-43.4578,2083
2G3419661+0022619,341.9661,0.2262,0.33000001311302185,0.4099999964237213,0.3199999928474426,0.3700000047683716,0.20999999344348907,21,115,0.6299999952316284,0.11999999731779099,0.18000000715255737,R,,1G341966+002271,G341.968+00.224,15.300000190734863,,253.2635,-43.5914,2084
2G3420479+0039191,342.048,0.3919,0.28999999165534973,1.6399999856948853,1.0700000524520874,1.3799999952316284,0.15000000596046448,38,45,0.7599999904632568,,0.1899999976158142,C,,1G342040+003934,,,S20,253.1584,-43.423,2085
2G3420755+0043311,342.0756,0.4331,0.33000001311302185,1.2999999523162842,1.149999976158142,1.2300000190734863,0.33000001311302185,5,97,0.47999998927116394,0.4000000059604645,0.36000001430511475,R,,1G342073+004320,,,S18,253.1386,-43.3756,2086
2G3421385+0043135,342.1385,0.4314,0.2199999988079071,0.7400000095367432,0.5400000214576721,0.6499999761581421,0.20000000298023224,165,103,0.6800000071525574,0.09000000357627869,0.30000001192092896,R,,1G342139+004302,G342.139+00.430,,,253.1953,-43.328,2087
2G3423222+0037115,342.3223,0.3712,1.9600000381469727,6.340000152587891,4.190000057220459,5.380000114440918,0.8700000047683716,50,67,0.75,,0.1599999964237213,C,,1G342342+003922,G342.277+00.311,,,253.4191,-43.2238,2088
2G3423552-0005008,342.3552,-0.0501,0.10999999940395355,0.7099999785423279,0.6299999952316284,0.6700000166893005,0.09000000357627869,13,103,0.44999998807907104,0.23999999463558197,0.44999998807907104,R,,1G342355-000491,G342.354-00.047,14.800000190734863,,253.8976,-43.4635,2089
2G3424285-0004660,342.4286,-0.0466,0.27000001072883606,0.5199999809265137,0.41999998688697815,0.4699999988079071,0.12999999523162842,27,89,0.6000000238418579,0.11999999731779099,0.1899999976158142,R,,1G342430-000495,G342.429-00.046,,,253.9573,-43.4041,2090
2G3424336-0023237,342.4337,-0.2324,0.27000001072883606,0.8199999928474426,0.5899999737739563,0.7200000286102295,0.23999999463558197,73,109,0.6899999976158142,0.25999999046325684,0.30000001192092896,R,,1G342434-002329,G342.432-00.233,,,254.1613,-43.5165,2091
2G3424397-0005582,342.4397,-0.0558,0.18000000715255737,0.5099999904632568,0.25999999046325684,0.4099999964237213,0.10999999940395355,61,77,0.8700000047683716,0.07000000029802322,0.10000000149011612,C,,,G342.438-00.061,,,253.9767,-43.4013,2092
2G3424942+0098569,342.4943,0.9857,0.18000000715255737,0.9800000190734863,0.699999988079071,0.8500000238418579,0.2199999988079071,39,93,0.699999988079071,0.38999998569488525,0.5600000023841858,R,,1G342493+009855,G342.492+00.986,,,252.9189,-42.7011,2093
2G3425472-0098003,342.5473,-0.98,0.14000000059604645,1.0099999904632568,0.8100000023841858,0.9200000166893005,0.10999999940395355,173,128,0.6100000143051147,0.18000000715255737,0.14000000059604645,R,,,G342.547-00.984,,,255.0697,-43.8914,2094
2G3425646+0073531,342.5646,0.7353,0.20000000298023224,0.9100000262260437,0.75,0.8399999737739563,0.14000000059604645,43,91,0.5600000023841858,0.14000000059604645,0.46000000834465027,R,,1G342567+007370,G342.567+00.737,,,253.2431,-42.8058,2095
2G3427011+0015395,342.7012,0.154,0.25999999046325684,0.6399999856948853,0.46000000834465027,0.5600000023841858,0.1599999964237213,56,107,0.6899999976158142,0.10000000149011612,0.2199999988079071,R,,1G342701+001538,G342.700+00.155,,,253.9772,-43.066,2096
2G3428058-0002596,342.8058,-0.026,0.3700000047683716,0.9300000071525574,0.5799999833106995,0.7699999809265137,0.1899999976158142,180,100,0.7799999713897705,0.03999999910593033,0.23999999463558197,R,,1G342807-000288,G342.809-00.031,,,254.2591,-43.0969,2097
2G3428279-0003121,342.828,-0.0312,0.07999999821186066,0.25,0.20000000298023224,0.23000000417232513,0.07000000029802322,10,100,0.6299999952316284,0.14000000059604645,0.14000000059604645,R,,,G342.829-00.032,,,254.2836,-43.0828,2098
2G3429163-0011993,342.9163,-0.1199,0.14000000059604645,0.6299999952316284,0.46000000834465027,0.550000011920929,0.11999999731779099,41,79,0.6800000071525574,0.28999999165534973,0.3199999928474426,R,,1G342915-001231,G342.916-00.120,,,254.4539,-43.069,2099
2G3432293-0005518,343.2294,-0.0552,0.15000000596046448,0.5899999737739563,0.5199999809265137,0.5600000023841858,0.15000000596046448,53,96,0.47999998927116394,,0.23000000417232513,C,,,,,,254.6504,-42.7835,2100
2G3432517+0073544,343.2517,0.7355,0.3400000035762787,0.6600000262260437,0.5699999928474426,0.6100000143051147,0.09000000357627869,14,49,0.5099999904632568,0.07999999821186066,0.15000000596046448,R,,,G343.251+00.733,,,253.831,-42.2725,2101
2G3432967+0017388,343.2967,0.1739,0.05999999865889549,0.25999999046325684,0.18000000715255737,0.2199999988079071,0.019999999552965164,76,51,0.7300000190734863,,0.23999999463558197,C,,1G343297+001732,G343.297+00.173,,,254.463,-42.5884,2102
2G3433223+0043840,343.3223,0.4384,0.4099999964237213,0.49000000953674316,0.3700000047683716,0.4300000071525574,0.09000000357627869,36,78,0.6700000166893005,,0.1599999964237213,C,,,G343.324+00.440,,,254.2042,-42.4035,2103
2G3433326-0007799,343.3327,-0.078,0.30000001192092896,0.8799999952316284,0.6000000238418579,0.7599999904632568,0.15000000596046448,74,68,0.7300000190734863,0.14000000059604645,0.10000000149011612,R,,,,,,254.7619,-42.7166,2104
2G3433471-0032421,343.3471,-0.3242,0.05999999865889549,0.5099999904632568,0.27000001072883606,0.4099999964237213,0.10000000149011612,98,3,0.8399999737739563,,0.1599999964237213,C,,,G343.344-00.330,,,255.0378,-42.8574,2105
2G3433675-0023506,343.3675,-0.2351,0.11999999731779099,0.4000000059604645,0.3799999952316284,0.38999998569488525,0.05999999865889549,75,70,0.33000001311302185,,0.15000000596046448,C,,1G343367-002350,G343.367-00.236,,,254.9594,-42.7864,2106
2G3434186-0014596,343.4186,-0.146,0.05999999865889549,0.28999999165534973,0.20000000298023224,0.25,0.07999999821186066,22,30,0.7300000190734863,,0.33000001311302185,C,,,G343.419-00.145,,,254.907,-42.6912,2107
2G3434857+0004587,343.4857,0.0459,0.029999999329447746,0.4000000059604645,0.2800000011920929,0.3400000035762787,0.029999999329447746,131,6,0.7099999785423279,,0.20999999344348907,C,,1G343484+000450,G343.484+00.044,,,254.7585,-42.5197,2108
2G3435163+0013012,343.5164,0.1301,0.10999999940395355,0.4699999988079071,0.3100000023841858,0.4000000059604645,0.10999999940395355,1,125,0.7599999904632568,,0.12999999523162842,C,,1G343517+001306,G343.518+00.133,,,254.6947,-42.4434,2109
2G3435216-0000424,343.5217,-0.0042,0.1599999964237213,0.3199999928474426,0.25999999046325684,0.28999999165534973,0.10000000149011612,56,129,0.5799999833106995,0.05999999865889549,0.18000000715255737,R,,1G343522-000060,G343.521-00.004,,S16,254.8422,-42.5225,2110
2G3436170+0095417,343.6171,0.9542,0.09000000357627869,0.5299999713897705,0.38999998569488525,0.4699999988079071,0.07999999821186066,44,28,0.6700000166893005,,0.2199999988079071,C,,,G343.615+00.955,,,253.9105,-41.8508,2111
2G3437024-0013030,343.7024,-0.1303,0.23999999463558197,1.2999999523162842,1.0499999523162842,1.190000057220459,0.27000001072883606,29,109,0.5899999737739563,0.15000000596046448,0.38999998569488525,R,,1G343704-001300,G343.708-00.124,,,255.128,-42.4581,2112
2G3437183-0021784,343.7183,-0.2178,0.41999998688697815,1.1399999856948853,0.9200000166893005,1.0299999713897705,0.5299999713897705,169,101,0.5899999737739563,0.12999999523162842,0.14000000059604645,R,,1G343721-002178,G343.712-00.210,,,255.2347,-42.4995,2113
2G3438030+0021564,343.8031,0.2157,0.5299999713897705,0.949999988079071,0.699999988079071,0.8399999737739563,0.20000000298023224,31,112,0.6700000166893005,0.12999999523162842,0.27000001072883606,R,,1G343800+002158,G343.803+00.214,,,254.8439,-42.1653,2114
2G3438112+0015293,343.8112,0.1529,0.3199999928474426,0.6399999856948853,0.47999998927116394,0.5699999928474426,0.2199999988079071,10,89,0.6600000262260437,0.15000000596046448,0.33000001311302185,R,,1G343812+001516,G343.811+00.151,17.0,,254.9173,-42.1978,2115
